Pub date,Pub time,Title,Article text,Comment Number 
2019-09-07,12:24,"""Очень стыдно"". Голкипер сборной Кипра прокомментировал ничью с Казахстаном","Мы выложились на полную - Костас Панайи.<img src=""//static.zakon.kz/uploads/posts/2019-09/pic_690/2019090714115143328_1111.jpg"">
Голкипер сборной Кипра Костас Панайи прокомментировал ничью в матче квалификации EURO-2020 против Национальной сборной Казахстана (1:1), сообщает KazFootball.kz. - Мы пытались добыть три очка, и стыдно, что не получилось, потому что мы обязаны были их брать. Я считаю, что на протяжении всего матча мы были лучше. Начало матча оказалось непростым для нас, потому что мы допустили две простые ошибки и пропустили гол. На таком уровне поплачиваются за каждую ошибку, что и случилось на первых минутах. Затем мы отдали всех себя, мы сражались на поле и очень стыдно, что не смогли взять три очка, - сказал Панайи. По словам игрока, после пропущенного гола футболисты Кипра стали владеть игрой гораздо лучше. - Внутри нас были спокойствие и вера, и мы показывали хорошие вещи на поле. Затем мы сравняли счет, и я не скрываю, что в перерыве был уверен, что мы поведем в счете, но, к сожалению, этого не случилось. Единственное в чем я уверен, это то, что мы выложились на полную. Это то, что мы обязаны делать в каждом матче за Национальную сборную Кипра, - сказал он. В матче отборочного раунда чемпионата Европы 2020 года сборная Казахстана на выезде встречалась с командой Кипра. Встреча завершилась со счетом 1-1. 9 сентября казахстанские футболисты на выезде сыграют с командой России.  ",0
2019-09-07,12:17,"Гараж, кафе и СТО. В столице задержали подозреваемых в кражах","Все вещественные доказательства полицейскими изъяты.<img src=""//static.zakon.kz/uploads/posts/2019-09/pic_690/2019090712164562349_1.jpg"">
В Нур-Султане полицейские задержали двоих подозреваемых в совершении ряда краж личного имущества с частного гаража, кафе и СТО, сообщает Zakon.kz со ссылкой на столичный ДП. По информации правоохранителей, сначала мужчины проникли в гараж и украли три велосипеда. Затем, воспользовавшись плохо закрытой дверью работающего рядом кафе, совершили кражу имущества, в том числе посуды, на сумму более миллиона тенге.  Следующим объектом стала СТО. Тайно проникнув на его территорию они вынесли оборудование стоимостью свыше миллиона тенге. Общий ущерб от совершенных краж составил около 2,5 миллиона тенге. Похищенное подозреваемые не успели реализовать. Все вещественные доказательства полицейскими изъяты. По данному факту ведется досудебное расследование. В полиции не исключают, что лица могут быть причастны и к совершению других преступлений. Пострадавших граждан попросили обратиться в УП района ""Сарыарка"" по адресу: Нур-Султан, улица Акбугы, 2 или позвонить по телефонам: 8(7172) 71-66-19, либо на номер ""102"".",0
2019-09-07,12:06,Казахстанская файтерша одержала первую победу после проигрыша в бою за контракт UFC,"Ее соперницей была американка.<img src=""//static.zakon.kz/uploads/posts/2019-09/pic_690/2019090712055122613_2.jpg"">
Первая в истории Казахстана чемпионка мира по ММА Мария Агапова, подписавшая ранее контракт с американским промоушеном Invicta Fighting Championships (Invicta FC), победила Алексу Коннерс из США, передает Vesti.kz. Бой проходил в городе Канзасе (США) и завершился досрочной победой казахстанки, которой успешно удалось провести удушающий прием. - Первая победа после поражения. Я готова плакать от счастья. Спасибо всем, кто меня поддерживал! - написала Агапова в своем Instagram.             Посмотреть эту публикацию в Instagram  Публикация от Maria Agapova (@mma.mashka) 6 Сен 2019 в 8:37 PDT   После перехода в профи в 2015 году Агапова выиграла пять боев подряд и получила право выступить в шоу главы UFC Даны Уайта, победитель которого получал контракт с самым известным промоушеном. Однако в этом поединке она проиграла американке Трэйси Кортес, тем самым потерпев первое поражение в карьере.",0
2019-09-07,11:38,Водитель отбивался от паука и сбил женщину насмерть,"Женщина скончалась спустя 13 дней.<img src=""//static.zakon.kz/uploads/posts/2019-09/pic_690/2019090711384392677_crash-test-1620608_960_720.jpg"">
Мужчину в Великобритании лишили права вождения на три года после того, как он сбил насмерть женщину, отбиваясь от паука, передает РИА Новости. По данным газеты Daily Mail, инцидент произошел 3 августа прошлого года в городе Брадфорд на севере Англии. Гражданин Литвы Эдвинас Гилиус пытался отогнать висевшего перед глазами паука. Мужчина отвлекся и потерял контроль над управлением автомобиля, после чего въехал на тротуар и врезался в столб. Столб свалился на 58-летнюю Джанет Кавуд. Женщина упала и потеряла сознание. Пострадавшую доставили в больницу с 36 травмами, включая переломы основания черепа и черепно-мозговую травму. Женщина скончалась спустя 13 дней. Гилиус признал свою вину и в пятницу был приговорен к 12 месяцам общественных работ. Его также приговорили к 200 часам неоплачиваемых работ, штрафу в размере 320 фунтов стерлингов и лишили права вождения автомобиля на три года.",0
2019-09-07,11:18,Избран председатель совета директоров телерадиокомплекса Президента,"Им стал Берик Уали.<img src=""//static.zakon.kz/uploads/posts/2019-09/pic_690/2019090711182016574_1.jpg"">
Председателем совета директоров НАО ""Телерадиокомплекс Президента РК"" избран Берик Уали, сообщает Zakon.kz со ссылкой на сайт ТРК. Берик Уали родился в 1977 году. Окончил Казахский государственный институт театра и кино имени Жургенова по специальности ""Киновед"", а также магистратуру Казахского национального университета имени аль-Фараби по специальности ""Журналистика"" и Казахский гуманитарно-юридический инновационный университет по специальности ""Правоведение"". Трудовой путь начал корреспондентом информационной программы телекомпании ""Таң"", работал выпускающим редактором телеканала ""НТК"", ответственным и главным редактором на ""31-м канале"", редактором-ведущим информационных программ агентства ""Хабар"", ведущим ток-шоу ""1-студия"" телеканала ""Qazaqstan”, руководителем Антикоррупционного медиа-центра ""Нұр Медиа"". Занимал должности руководителя пресс-службы, заместителя главы аппарата акима Южно-Казахстанской области, руководителя управления внутренней политики и по делам религий Южно-Казахстанской области, советника Первого заместителя председателя партии ""Нұр Отан"", председателя наблюдательного совета ТОО ""Нұр Медиа"", советника министра, директора департамента информационного обеспечения Министерства по инвестициям и развитию РК, руководителя управления внутренней политики Жамбылской области. В марте 2019 года распоряжением Главы государства назначен пресс-секретарем Президента Республики Казахстан.",0
2019-09-07,11:04,"""Обстановка под контролем"". Караул оставили в районе алматинской барахолки","Производится проливка тлеющих очагов и разбор конструкций и материалов.<img src=""//static.zakon.kz/uploads/posts/2019-09/pic_690/2019090711032746106_1567758748_20190906144124_img_8676.jpg"">
С ночи в районе барахолки оставлены на караул четыре единицы спецтехники 30 человек личного состава ДЧС Алматы, сообщает Zakon.kz. - Производится проливка тлеющих очагов и разбор конструкций и материалов. Обстановка под контролем, - сообщили в ДЧС.  Читайте также: Высокое загрязнение воздуха после крупного пожара отметили в Алматы Пожар на складе возле алматинской барахолки произошел в пятницу, 6 сентября.  Полной ликвидации огня удалось добиться в 18.12. Площадь пожара, по официальным данным, составила 2200 квадратных метров. Сообщение о возгорании поступило в 13:38. Горел одноэтажный склад между рынками. На месте были задействованы: 64 сотрудников личного состава и 20 единиц техники ДЧС Алматы, 45 сотрудников и 13 единиц техники ДП Алматы, четыре поливомоечной автотехники ""Алматы Тазалык"", 15 единиц водовозов Управления зеленой экономики, Борт Казавиаспас - КА-32 (ВСУ-3т), борт ССА-109 МИ-8 МТВ-1 (ВСУ-5А, объем 2,5. кубометров).",0
2019-09-07,10:36,В Нур-Султане перекроют улицы,"Марафон будет проводиться с 8 утра до 14.00.<img src=""//static.zakon.kz/uploads/posts/2019-09/pic_690/2019090710362197074_74945ef8fe03cd2018c0b0e0711cc146.jpg"">
В воскресенье, 8 сентября, в столице состоится Международный марафон ""Astana Marathon-2019"". На время проведения забега по его маршруту в столице полностью или частично перекроют ряд улиц, сообщает Zakon.kz со ссылкой на сайт столичного акимата.  Марафон будет проводиться с 8 утра до 14.00. На это время улицы, по которым пролегает маршрут забега полностью либо частично перекроют. Забег проводится по двум дистанциям на 10 км и 42,2 км.  Маршрут дистанции на 10 км будет пролегать через улицы Рыскулова – пр. Кабанбай батыра – ул.Орынбор - Мангилик ел – ул. Рыскулова. Маршрут дистанции на 42.2 км пройдет по следующим улицам: ул. Рыскулова – пр. Кабанбай батыра – ул. Орынбор – пр. Мангилик ел – ул. Ш. Калдаякова - ул. И. Панфилова – пр. Тауелсиздик – ул. Нажмеденова – ул. Сарыкол – ул. А. Байтурсынова – Р. Кошкарбаева – пр. Жумабаева – пр. Б. Момышулы – пр. Абылай хана – пр. Жумабаева – пр. Р. Кошкарбаева – пр. Мангилик ел – ул. Д. Кунаева – Малая Кабанбай батыра – ул. Достык – пр. Мангилик ел – ул. Рыскулова.  В этой связи улица Рыскулова и проспект Кабанбай батыра будут закрыты полностью.  Остальные улицы - попутно.  Также будет временно приостановлено движение общественного транспорта на 10 автобусных маршрутах: №№ 21, 29, 35, 47, 50, 51, 60, 100, 101, 107. Схемы движения еще 56 маршрутов будут изменены. В их числе автобусы №№ 2, 3, 4, 5, 5А, 8, 9, 10, 11, 12, 13, 14, 15, 18, 19, 20, 22, 22А, 23, 24, 25, 28, 31, 32, 33, 37, 40, 41, 44, 46, 48, 52, 53, 54, 56, 61, 70, 71, 72, 73, 80, 102, 104, 105, 302, 303, 304, 308, 309, 313, 314, 315, 316, 318, 320, 321.  В связи с этим, просим жителей и гостей столицы заблаговременно планировать маршрут движения на автотранспорте, максимально исключая из него закрытые участки улиц.   ",0
2019-09-07,10:28,Несколько населенных пунктов ликвидируют в ВКО,"Территории упраздненных сел будут включены в состав ближайшего населенного пункта.<img src=""//static.zakon.kz/uploads/posts/2019-09/pic_690/2019090710275988834_img_5173_resize.jpg"">
С карты ВКО исчезнут некоторые села. Проект постановления опубликован на портале ""Открытые НПА"", передает Zakon.kz. Публичное обсуждение вынесено до 20 сентября. Так, в районе Алтай будут упразднены и исключены село Бедаревка, поселение Дома отдыха ""Голубой залив"". В Аягозском районе будут ликвидированы села Колгутты и Жорга. В Бородулихинском районе будут упразднены села Тарск, Мещанка, Кызылтай, Жаксылык и Бек-Карьер. В Жарминском районе будет исключено село Жанааул.  Отмечается, что вышеперечисленные села будут включены в состав ближайших населенных пунктов. Как пишет Устинка LIVE упразднят еще восемь деревень по причине низкой социальной и экономической активности По информации издания, в список попали деревни из Кокпектинского, Курчумского и Шемонаихинского райнов. Так, в Кокпектинском районе упразднят село Комсомол, в котором проживает 18 человек, и село Малая Буконь с населением три человека. Здесь нет никакой инфраструктуры и, по мнению местного акимата, эти населенные пункты не имеют перспективы дальнейшего развития. Комсомол присоединят к селу Егинбулак, а Малую Буконь включат в состав села Укиликыз. Больше всего маленьких аулов оказалось в Курчумском районе. Здесь упразднят пять сел с населением меньше 50 человек: Алтай станет частью Акбулака, Карабулак – Кайнара, Тентек войдет в Маркаколь, Жылытау в Калгуты, а Дингек присоединят к Курчуму. В Шемонаихинском районе село Садовое, в котором на сегодняшний день проживает 22 человека, присоединят к селу Октябрьское. Совместное постановление и решение будет введено в действие по истечении десяти календарных дней после дня их первого официального опубликования.",0
2019-09-07,10:03,Нурмагомедов и Порье прошли взвешивание,"Россиянин заработает в три раза больше, чем за бой против МакГрегора.<img src=""//static.zakon.kz/uploads/posts/2019-09/pic_690/2019090710032097985_2.jpg"">
Чемпион UFC в легком весе россиянин Хабиб Нурмагомедов (27-0) и американец Дастин Порье (25-5) прошли официальную процедуру взвешивания перед боем, который состоится 7 сентября в рамках турнира UFC 242 в ОАЭ, передает Vesti.kz. Оба бойца показали одинаковый вес - 70,3 килограмма.  The champion!@TeamKhabib #UFC242 pic.twitter.com/HCYi0RM7vW — UFC (@ufc) September 6, 2019  The challenger!@DustinPoirier #UFC242 pic.twitter.com/DeBM8Fl3G9 — UFC (@ufc) September 6, 2019 Гонорар Нурмагомедова за этот поединок составит шесть миллионов долларов. Таким образом, россиянин заработает в три раза больше, чем за бой против экс-чемпиона UFC в двух дивизионах Конора МакГрегора. Тогда в качестве основного гонорара он получил около двух миллионов. Отметим, что в последних четырех встречах Порье победил двух экс-чемпионов UFC (Эдди Альвареса и Энтони Петтиса) и одного действующего чемпиона (Макса Холлоуэя).",0
2019-09-07,09:27,Власти США подтвердили смерть пяти человек от вейпа,"В последние месяцы в США обострилась дискуссия о влиянии вейпов на здоровье человека.<img src=""//static.zakon.kz/uploads/posts/2019-09/pic_690/2019090709265545253_vaping-3576049_960_720.jpg"">
Центры по контролю и профилактике заболеваний США (Centers for Disease Control and Prevention, CDC) зарегистрировали в стране смерть пяти человек, куривших электронные сигареты. Соответствующая информация приводится на сайте организации, сообщает ТАСС. Согласно распространенным данным, случаи летального исхода заболеваний, вызванных курением электронных сигарет, были зарегистрированы в штатах Калифорния, Иллинойс, Индиана, Миннесота и Орегон. Всего же по стране зарегистрированы порядка 450 случаев заболеваний, предположительно вызванных курением вейпа - в 33 штатах, а также на Американских Виргинских островах. Ранее в пятницу телекомпания CNN со ссылкой на информацию CDC сообщала о том, что в стране была зарегистрирована смерть трех человек, которые курили электронные сигареты и были госпитализированы с легочными заболеваниями. По информации CNN, общее число случаев заболевания еще неделю назад составляло 215 человек в 25 штатах. Центры по контролю и профилактике заболеваний США 1 августа текущего года приступили к тщательным анализам легочных заболеваний на предмет их связи с курением электронных сигарет. В последние месяцы в США обострилась дискуссия о влиянии вейпов на здоровье человека. В августе департамент общественного здравоохранения штата Иллинойс зарегистрировал, предположительно, первую в стране смерть в результате курения электронных сигарет, приведшего к тяжелому респираторному заболеванию. В январе этого года руководитель Управления по санитарному надзору за качеством пищевых продуктов и медикаментов Скотт Готлиб пригрозил производителям электронных сигарет и вейпов полным запретом на продажу их продукции, если в 2019 возрастет число курящих подростков. Он привел собранные ведомством статистические данные, согласно которым количество курящих подростков в США за последние годы удвоилось из-за доступности электронных сигарет. Число курящих вейпы и электронные сигареты учащихся старших классов в США в 2018 году возросло на 78%, в средней школе вредную привычку приобрели на 48% больше. В итоге свыше 1,5 млн подростков стали зависимы от никотина с 2017 по 2018 год, несмотря на усилия администрации президента США Дональда Трампа по ограничению продажи содержащих никотин устройств.",0
